Full Name,UB MAIL,CURRENT DEGREE,SKILLS,WORK EXPERIENCE,PROJECTS,GENDER,GPA,JOINING
Melissa Hendricks,hzimmerman@example.net,MASTERS,BACKEND,5,9,MALE,3.53,IMMEDIATELY
Monica Griffin,kennethlane@example.org,UNDER GRAD,CLOUD,5,3,FEMALE,3.35,IMMEDIATELY
Olivia Robbins,barrettmichael@example.net,UNDER GRAD,WEB DEV,2,9,OTHERS,3.7,INTERESTED TO JOIN
Catherine Berry,michele42@example.net,UNDER GRAD,APP DEV,5,2,OTHERS,3.85,INTERESTED TO JOIN
Elizabeth Wilkerson,pachecocheryl@example.net,MASTERS,APP DEV,2,3,OTHERS,3.32,INTERESTED TO JOIN
Laura Keller,blakewallace@example.net,UNDER GRAD,WEB DEV,1,0,FEMALE,3.88,IMMEDIATELY
Brianna Hernandez,lcrane@example.org,UNDER GRAD,APP DEV,6,2,FEMALE,3.47,INTERESTED TO JOIN
Tamara Jones,paul02@example.org,MASTERS,WEB DEV,3,1,FEMALE,3.29,INTERESTED TO JOIN
Erin King,bradley47@example.net,MASTERS,FULLSTACK,6,3,OTHERS,3.88,IMMEDIATELY
Ashley Shields,abbottangela@example.org,PHD,FRONTEND,5,8,FEMALE,3.12,INTERESTED TO JOIN
Kristen Hernandez,lesliegarcia@example.net,UNDER GRAD,CLOUD,5,6,OTHERS,3.52,IMMEDIATELY
Robin Garcia,shirleymiller@example.net,UNDER GRAD,CLOUD,0,5,OTHERS,3.15,IMMEDIATELY
Mackenzie Arnold,timothyjones@example.net,MASTERS,BACKEND,2,4,OTHERS,3.43,IMMEDIATELY
April Sanders,ylopez@example.org,PHD,BACKEND,3,5,FEMALE,3.49,IMMEDIATELY
Pamela Johnson,daniellebradley@example.org,UNDER GRAD,CYBER SECURITY,0,4,OTHERS,3.23,INTERESTED TO JOIN
Bernard Jackson,mikaylabrown@example.net,PHD,CLOUD,3,3,OTHERS,3.25,INTERESTED TO JOIN
Dawn Lee,jonesdoris@example.org,MASTERS,AI/ML,4,5,MALE,3.43,INTERESTED TO JOIN
Michelle Scott,nicoleflores@example.org,UNDER GRAD,AI/ML,0,7,MALE,3.88,IMMEDIATELY
Randy Lowe,xmorrison@example.org,PHD,WEB DEV,7,8,FEMALE,3.75,IMMEDIATELY
Nathan Diaz,bodom@example.org,MASTERS,WEB DEV,1,1,OTHERS,3.39,INTERESTED TO JOIN
Jerry Watkins,sanderson@example.net,PHD,APP DEV,5,2,OTHERS,3.66,IMMEDIATELY
Krystal Sanford,pateljeffery@example.com,MASTERS,AI/ML,6,10,FEMALE,3.1,INTERESTED TO JOIN
Carmen Espinoza,ernest15@example.net,MASTERS,FULLSTACK,4,10,FEMALE,3.22,INTERESTED TO JOIN
Katelyn Graham,vincentharris@example.com,MASTERS,FRONTEND,2,5,OTHERS,3.58,INTERESTED TO JOIN
Shannon Carr,courtneynorris@example.com,UNDER GRAD,BACKEND,5,2,OTHERS,3.66,IMMEDIATELY
Jennifer Smith,vknapp@example.org,UNDER GRAD,FULLSTACK,2,7,OTHERS,3.37,INTERESTED TO JOIN
Mr. Jonathon Bennett,lwalker@example.net,PHD,AI/ML,3,8,MALE,3.02,INTERESTED TO JOIN
Teresa Williams,jacquelinelindsey@example.com,PHD,APP DEV,4,10,OTHERS,3.71,IMMEDIATELY
Jeffrey Randolph,diana04@example.com,PHD,WEB DEV,2,9,OTHERS,3.12,INTERESTED TO JOIN
William Orozco,ryan53@example.net,UNDER GRAD,FRONTEND,5,5,FEMALE,3.4,IMMEDIATELY
Lisa Thompson,villaclayton@example.org,PHD,AI/ML,2,6,MALE,3.46,IMMEDIATELY
John Perry,burnsroberto@example.org,UNDER GRAD,FRONTEND,3,1,FEMALE,3.87,IMMEDIATELY
Marcus Simmons,wrightkenneth@example.org,MASTERS,BACKEND,0,4,MALE,3.36,IMMEDIATELY
Michael Bell,kcrawford@example.org,PHD,FRONTEND,4,10,OTHERS,3.51,IMMEDIATELY
Cody Aguilar,catherinemathews@example.org,PHD,BACKEND,4,9,OTHERS,3.15,INTERESTED TO JOIN
Dylan Carson,olsonangela@example.com,MASTERS,FULLSTACK,7,6,FEMALE,3.44,INTERESTED TO JOIN
Sheri Ferguson,xjenkins@example.com,MASTERS,CLOUD,2,3,OTHERS,3.72,INTERESTED TO JOIN
Jaclyn Santiago,jennifer67@example.com,PHD,FRONTEND,7,8,FEMALE,3.91,INTERESTED TO JOIN
Jennifer Bowen,gdiaz@example.com,MASTERS,APP DEV,2,6,FEMALE,3.76,IMMEDIATELY
Cassandra Hurst,norma61@example.com,PHD,CYBER SECURITY,7,5,FEMALE,3.66,INTERESTED TO JOIN
Charles Salazar,anne71@example.org,PHD,AI/ML,6,5,FEMALE,3.58,INTERESTED TO JOIN
Teresa Wright,vleach@example.net,UNDER GRAD,CLOUD,0,6,OTHERS,3.44,IMMEDIATELY
Jacob Bailey,schmidteric@example.com,MASTERS,AI/ML,1,9,FEMALE,3.58,IMMEDIATELY
Michael Bryant,kevin25@example.net,PHD,CYBER SECURITY,5,3,MALE,3.83,IMMEDIATELY
Regina Fernandez,bethroberts@example.com,PHD,CLOUD,4,0,FEMALE,3.41,INTERESTED TO JOIN
Ann Smith,umcdaniel@example.com,PHD,FULLSTACK,3,3,MALE,3.75,INTERESTED TO JOIN
Alexis Cox,kbenson@example.net,PHD,FULLSTACK,7,5,MALE,3.45,INTERESTED TO JOIN
Ronnie King,tanner07@example.org,PHD,BACKEND,7,1,OTHERS,3.13,IMMEDIATELY
Nicole Abbott,morgancrystal@example.net,UNDER GRAD,CLOUD,2,2,FEMALE,3.22,INTERESTED TO JOIN
Anthony Johnston,dylangutierrez@example.net,PHD,FULLSTACK,5,6,OTHERS,3.33,INTERESTED TO JOIN
David Banks,jking@example.com,PHD,WEB DEV,0,10,OTHERS,3.48,IMMEDIATELY
Justin Sanchez DDS,rogersdavid@example.com,MASTERS,FRONTEND,4,0,OTHERS,3.09,IMMEDIATELY
Christine Ellis,lance61@example.com,PHD,FRONTEND,6,6,FEMALE,3.56,IMMEDIATELY
Donna Miller,vdaniel@example.com,UNDER GRAD,CYBER SECURITY,6,7,OTHERS,3.23,INTERESTED TO JOIN
Monique Salazar,roachlatoya@example.net,UNDER GRAD,WEB DEV,2,9,FEMALE,3.63,INTERESTED TO JOIN
Katherine Campbell,zunigagloria@example.org,MASTERS,WEB DEV,6,9,MALE,3.9,IMMEDIATELY
Nancy Stewart,psutton@example.net,UNDER GRAD,CYBER SECURITY,0,1,FEMALE,3.6,INTERESTED TO JOIN
Steven Hunt,finleybradley@example.net,MASTERS,CLOUD,1,7,OTHERS,3.92,INTERESTED TO JOIN
Mark Simpson,toddroger@example.net,UNDER GRAD,WEB DEV,6,8,OTHERS,3.03,INTERESTED TO JOIN
Zachary Briggs,brewerjennifer@example.net,MASTERS,CYBER SECURITY,5,1,OTHERS,3.85,INTERESTED TO JOIN
Nicole Wilson,qayala@example.com,UNDER GRAD,WEB DEV,5,4,OTHERS,3.75,IMMEDIATELY
Joseph Johnston,morrisonaaron@example.com,UNDER GRAD,CYBER SECURITY,3,6,OTHERS,3.81,INTERESTED TO JOIN
Bernard Brown,jason38@example.net,PHD,FRONTEND,3,8,OTHERS,3.24,INTERESTED TO JOIN
Tony Fuentes,anthonyandrea@example.net,PHD,FRONTEND,4,2,OTHERS,3.57,INTERESTED TO JOIN
Andrew Jackson,jacob41@example.com,PHD,CYBER SECURITY,0,0,FEMALE,3.74,INTERESTED TO JOIN
Johnny Chavez,marcus77@example.com,UNDER GRAD,CYBER SECURITY,4,3,OTHERS,3.63,INTERESTED TO JOIN
Jessica Collins,xdixon@example.net,PHD,CYBER SECURITY,2,8,FEMALE,3.39,INTERESTED TO JOIN
Joshua Burke,kingmorgan@example.org,PHD,AI/ML,0,0,OTHERS,3.15,INTERESTED TO JOIN
Sharon Freeman,aliciagordon@example.com,UNDER GRAD,CYBER SECURITY,0,10,OTHERS,3.0,INTERESTED TO JOIN
Nancy Zamora,scortez@example.net,MASTERS,FULLSTACK,6,3,FEMALE,3.4,INTERESTED TO JOIN
Jacqueline Thomas,dscott@example.com,UNDER GRAD,BACKEND,3,1,OTHERS,3.64,IMMEDIATELY
Jaime Smith,timothy08@example.com,UNDER GRAD,FULLSTACK,6,7,OTHERS,3.35,INTERESTED TO JOIN
Katherine Navarro,kjohnson@example.com,MASTERS,WEB DEV,6,5,MALE,3.55,INTERESTED TO JOIN
Mark Gonzalez,ricardo85@example.com,UNDER GRAD,FRONTEND,1,8,FEMALE,3.0,IMMEDIATELY
Elizabeth Whitaker,xjones@example.com,PHD,FULLSTACK,2,9,OTHERS,3.25,INTERESTED TO JOIN
Jeffrey Barker,fostertimothy@example.net,UNDER GRAD,WEB DEV,6,4,OTHERS,3.33,INTERESTED TO JOIN
Susan Davis,mkeller@example.com,MASTERS,WEB DEV,5,5,MALE,3.48,IMMEDIATELY
Nicole Davis,lisasmith@example.net,PHD,APP DEV,2,6,OTHERS,3.71,IMMEDIATELY
Jacob Ross,joshuamorris@example.org,UNDER GRAD,BACKEND,1,2,FEMALE,3.63,INTERESTED TO JOIN
Dennis Wise,heather99@example.org,MASTERS,FULLSTACK,1,3,OTHERS,3.89,INTERESTED TO JOIN
Sandra Myers,daniel59@example.com,PHD,FRONTEND,4,9,FEMALE,3.94,INTERESTED TO JOIN
David Phillips,mwhitney@example.com,MASTERS,FRONTEND,1,8,OTHERS,3.14,INTERESTED TO JOIN
Ashley Pruitt,smitholivia@example.org,UNDER GRAD,WEB DEV,5,6,MALE,3.31,IMMEDIATELY
Miss Leslie Young,rodgersryan@example.org,UNDER GRAD,APP DEV,5,10,MALE,3.8,INTERESTED TO JOIN
Jennifer Doyle,qgates@example.org,PHD,BACKEND,4,6,FEMALE,3.89,IMMEDIATELY
Darren Burton,ramirezconnie@example.org,MASTERS,FRONTEND,5,2,MALE,3.86,IMMEDIATELY
Desiree Serrano,kellymarshall@example.com,MASTERS,WEB DEV,7,9,OTHERS,3.61,IMMEDIATELY
Emily Morgan,gonzalezmackenzie@example.net,UNDER GRAD,FRONTEND,3,6,MALE,3.34,INTERESTED TO JOIN
Jose Smith,jonesjanet@example.net,MASTERS,FRONTEND,1,9,MALE,3.45,IMMEDIATELY
Donna Francis,caleb12@example.com,MASTERS,APP DEV,3,5,MALE,3.01,INTERESTED TO JOIN
Allison Walton,kevin34@example.net,MASTERS,FULLSTACK,1,1,FEMALE,3.5,IMMEDIATELY
Carol Cunningham,gordoncourtney@example.com,UNDER GRAD,APP DEV,6,3,MALE,3.51,IMMEDIATELY
Raymond Herman,michelle74@example.com,UNDER GRAD,BACKEND,5,10,OTHERS,3.46,IMMEDIATELY
Holly Berry,breanna37@example.com,MASTERS,AI/ML,2,0,OTHERS,3.57,IMMEDIATELY
Michael Moore,vanessa15@example.net,UNDER GRAD,CLOUD,7,9,OTHERS,3.84,INTERESTED TO JOIN
Roger Long,jacquelinerobinson@example.com,UNDER GRAD,CYBER SECURITY,1,10,FEMALE,3.84,IMMEDIATELY
Cynthia Medina,rskinner@example.com,PHD,FULLSTACK,2,6,FEMALE,3.69,IMMEDIATELY
Nicholas Rivera,lturner@example.org,PHD,WEB DEV,1,1,MALE,3.53,IMMEDIATELY
Joshua Keith,brandtmaxwell@example.net,MASTERS,APP DEV,2,1,FEMALE,3.85,IMMEDIATELY
Joseph Keller,todd78@example.org,MASTERS,CLOUD,4,6,OTHERS,3.04,IMMEDIATELY
Evan Marsh,andrew01@example.com,PHD,CYBER SECURITY,7,8,OTHERS,3.78,INTERESTED TO JOIN
Joshua Jones,weberlogan@example.net,UNDER GRAD,AI/ML,7,3,MALE,3.51,INTERESTED TO JOIN
Kelly Jackson,kristopher80@example.net,UNDER GRAD,CLOUD,2,8,FEMALE,3.64,INTERESTED TO JOIN
Susan King,andersonjennifer@example.com,PHD,APP DEV,3,6,OTHERS,3.98,INTERESTED TO JOIN
Bryan Snyder,hjohnson@example.org,UNDER GRAD,WEB DEV,4,10,OTHERS,3.17,IMMEDIATELY
Chelsea Hays,michellebenton@example.org,MASTERS,AI/ML,7,0,MALE,3.69,IMMEDIATELY
Zachary Wade,adamsbryan@example.org,UNDER GRAD,CYBER SECURITY,7,6,FEMALE,3.26,INTERESTED TO JOIN
Paula Phillips,schmidtmichael@example.com,PHD,FULLSTACK,5,9,OTHERS,3.37,INTERESTED TO JOIN
Amanda Garcia,staceywarren@example.com,MASTERS,FRONTEND,5,9,MALE,3.96,INTERESTED TO JOIN
Jeffrey Carter,jacobphillips@example.net,UNDER GRAD,APP DEV,2,0,OTHERS,3.95,IMMEDIATELY
Dr. Carol Perez,mbradley@example.net,MASTERS,FULLSTACK,1,10,FEMALE,3.13,INTERESTED TO JOIN
Brenda Gibson,whitneymark@example.org,PHD,CYBER SECURITY,0,2,MALE,3.3,IMMEDIATELY
Kathy Hughes,kevinhopkins@example.net,MASTERS,CLOUD,5,8,OTHERS,3.61,IMMEDIATELY
Christina Sanders,kennethmiller@example.com,PHD,BACKEND,6,8,OTHERS,3.37,IMMEDIATELY
Richard Pennington,jennifer00@example.com,PHD,APP DEV,7,3,MALE,3.14,IMMEDIATELY
Larry Williams,rmiddleton@example.org,PHD,BACKEND,6,10,OTHERS,3.04,INTERESTED TO JOIN
Rhonda Watson,jill07@example.org,PHD,APP DEV,0,6,FEMALE,3.54,INTERESTED TO JOIN
Ethan Carroll,wbeck@example.com,MASTERS,FRONTEND,2,3,MALE,3.89,IMMEDIATELY
Shane Baker,thomaschad@example.org,UNDER GRAD,CYBER SECURITY,4,4,MALE,3.04,IMMEDIATELY
Steven Thompson,kennethnorman@example.org,MASTERS,FULLSTACK,5,2,OTHERS,3.89,INTERESTED TO JOIN
Danielle Baker,jaredfarmer@example.org,MASTERS,FRONTEND,5,3,FEMALE,3.95,IMMEDIATELY
Gregory Jones,jose87@example.com,PHD,AI/ML,3,1,FEMALE,3.77,IMMEDIATELY
Amanda Clark,churchamber@example.org,PHD,CYBER SECURITY,2,0,FEMALE,3.13,IMMEDIATELY
Bryan Garcia,rjackson@example.org,PHD,FULLSTACK,4,8,FEMALE,3.44,INTERESTED TO JOIN
Ryan Klein,qharris@example.com,MASTERS,BACKEND,1,4,MALE,3.46,INTERESTED TO JOIN
Kimberly Webb,awalker@example.com,PHD,FRONTEND,5,8,FEMALE,3.52,IMMEDIATELY
Jason Stuart,susan12@example.com,UNDER GRAD,FRONTEND,3,3,FEMALE,3.41,IMMEDIATELY
Kim Thomas,kgeorge@example.net,PHD,APP DEV,6,1,OTHERS,3.24,INTERESTED TO JOIN
Lisa Davis,robin02@example.net,MASTERS,BACKEND,1,1,OTHERS,3.24,IMMEDIATELY
Stephen Kelly,ojackson@example.org,MASTERS,CYBER SECURITY,2,4,OTHERS,3.4,INTERESTED TO JOIN
Alexandra Mckenzie,lori86@example.net,MASTERS,CYBER SECURITY,3,0,OTHERS,3.74,IMMEDIATELY
Claire Ryan,mturner@example.net,PHD,WEB DEV,4,8,OTHERS,3.49,IMMEDIATELY
Andrea Greene,barajasmichael@example.org,PHD,WEB DEV,3,6,MALE,3.52,INTERESTED TO JOIN
Bradley Williams,pcruz@example.net,PHD,FRONTEND,7,4,MALE,3.8,IMMEDIATELY
Carrie Moreno,zshelton@example.net,PHD,AI/ML,1,1,FEMALE,3.63,IMMEDIATELY
Amber Novak,connie31@example.net,PHD,CYBER SECURITY,1,5,MALE,3.67,INTERESTED TO JOIN
Sheila Skinner,paulsullivan@example.com,PHD,BACKEND,3,8,MALE,3.58,IMMEDIATELY
Gabriel Ray,jose85@example.org,UNDER GRAD,APP DEV,4,3,FEMALE,3.93,IMMEDIATELY
Margaret Schroeder,nroth@example.com,UNDER GRAD,AI/ML,0,2,OTHERS,3.54,INTERESTED TO JOIN
Lindsey Owen,cjohnson@example.com,MASTERS,APP DEV,5,5,FEMALE,3.41,IMMEDIATELY
Melissa Johnson,kellyalexander@example.org,PHD,AI/ML,4,1,MALE,3.13,IMMEDIATELY
Rachel Wright,vhines@example.org,PHD,CLOUD,7,6,MALE,3.28,INTERESTED TO JOIN
Robin Scott,uwaters@example.net,MASTERS,FRONTEND,0,5,OTHERS,3.57,INTERESTED TO JOIN
Alexis Dennis,cwilliams@example.com,PHD,CLOUD,5,5,MALE,3.12,INTERESTED TO JOIN
Mr. Tyler Zhang MD,velazquezmonica@example.net,UNDER GRAD,WEB DEV,4,8,FEMALE,3.9,IMMEDIATELY
Kellie Bailey,michellewilliams@example.org,UNDER GRAD,AI/ML,6,3,FEMALE,3.58,IMMEDIATELY
Gina Smith,michelle35@example.net,MASTERS,AI/ML,5,10,FEMALE,3.72,IMMEDIATELY
Emily Taylor,kylesoto@example.com,PHD,APP DEV,4,5,MALE,3.24,IMMEDIATELY
Jerry Bartlett,ostewart@example.org,UNDER GRAD,CLOUD,0,3,FEMALE,3.03,INTERESTED TO JOIN
Brittney Vance,madelinewood@example.org,PHD,APP DEV,7,1,FEMALE,3.7,INTERESTED TO JOIN
Jennifer Cochran,mendezmargaret@example.com,UNDER GRAD,CYBER SECURITY,4,6,MALE,3.11,INTERESTED TO JOIN
Natalie Moore,jennifer31@example.com,UNDER GRAD,FRONTEND,4,10,MALE,3.39,IMMEDIATELY
Paula Morrow,princebenjamin@example.com,UNDER GRAD,AI/ML,7,8,OTHERS,3.28,INTERESTED TO JOIN
Shane Simmons,erinmiller@example.org,PHD,CYBER SECURITY,3,0,MALE,3.36,IMMEDIATELY
Tiffany Davis,zmiller@example.org,PHD,AI/ML,1,10,FEMALE,3.52,IMMEDIATELY
Connor Davis,jennifergordon@example.org,MASTERS,APP DEV,5,8,MALE,3.35,IMMEDIATELY
Robert Carr,johntate@example.com,UNDER GRAD,CLOUD,2,0,OTHERS,3.67,IMMEDIATELY
Dennis Martinez,lauriewalls@example.org,MASTERS,BACKEND,6,7,MALE,3.01,INTERESTED TO JOIN
Sharon Burnett,bryanyoung@example.com,UNDER GRAD,APP DEV,2,4,MALE,3.97,IMMEDIATELY
Tony Thomas,michealdurham@example.com,UNDER GRAD,CYBER SECURITY,2,6,MALE,3.66,INTERESTED TO JOIN
Diana Whitaker,garciamichael@example.net,UNDER GRAD,AI/ML,1,3,MALE,3.89,IMMEDIATELY
Sarah Herrera,nathan93@example.net,UNDER GRAD,APP DEV,5,3,FEMALE,3.91,INTERESTED TO JOIN
Cassie Coleman,vmartinez@example.net,UNDER GRAD,CYBER SECURITY,3,8,OTHERS,3.74,IMMEDIATELY
Stephanie Finley,michelle68@example.net,UNDER GRAD,CYBER SECURITY,7,6,FEMALE,3.27,INTERESTED TO JOIN
Michael Smith,griffinjoshua@example.org,MASTERS,CYBER SECURITY,3,4,OTHERS,3.96,IMMEDIATELY
Joseph Hughes,jenningscraig@example.net,PHD,WEB DEV,4,9,OTHERS,3.24,INTERESTED TO JOIN
Luis Duran,sanchezjessica@example.com,UNDER GRAD,CLOUD,5,7,OTHERS,3.96,INTERESTED TO JOIN
Jason Hernandez,adammartinez@example.net,PHD,CLOUD,2,2,MALE,3.47,IMMEDIATELY
Scott Thomas,sdavis@example.net,UNDER GRAD,CLOUD,4,2,FEMALE,3.04,IMMEDIATELY
Maria Thomas,bowerserik@example.net,PHD,CLOUD,3,7,FEMALE,3.89,IMMEDIATELY
Eduardo Kidd,parkerbecky@example.net,UNDER GRAD,CLOUD,1,2,FEMALE,3.4,INTERESTED TO JOIN
Robert Nielsen,christopher08@example.org,PHD,APP DEV,6,2,MALE,3.78,INTERESTED TO JOIN
Julie Collins,ajames@example.net,MASTERS,APP DEV,1,8,MALE,3.47,IMMEDIATELY
Dr. Kimberly Patterson,gscott@example.com,MASTERS,AI/ML,4,9,MALE,3.08,IMMEDIATELY
Thomas Jones,holtpatrick@example.org,MASTERS,WEB DEV,7,9,MALE,3.28,IMMEDIATELY
Charles Rogers,ginakirby@example.net,PHD,CYBER SECURITY,6,8,OTHERS,3.71,INTERESTED TO JOIN
Audrey Wells,jacobsavage@example.org,UNDER GRAD,APP DEV,1,8,FEMALE,3.78,IMMEDIATELY
Jacob Adams,mray@example.net,PHD,CYBER SECURITY,1,10,FEMALE,3.08,INTERESTED TO JOIN
Kenneth Kelley,salaschristopher@example.org,UNDER GRAD,CLOUD,2,3,FEMALE,3.75,IMMEDIATELY
Sherry Hernandez,obowen@example.net,PHD,BACKEND,5,6,OTHERS,3.18,IMMEDIATELY
Danny Tyler,michael59@example.org,PHD,FULLSTACK,0,4,OTHERS,3.84,INTERESTED TO JOIN
Alicia Leonard,zfischer@example.com,MASTERS,CYBER SECURITY,6,0,OTHERS,3.38,INTERESTED TO JOIN
Grant West,zgreen@example.net,PHD,WEB DEV,1,3,MALE,3.31,INTERESTED TO JOIN
Brittany Hughes,stephensthomas@example.net,MASTERS,FRONTEND,5,7,FEMALE,3.74,INTERESTED TO JOIN
Donna Wise,andrew33@example.org,MASTERS,APP DEV,1,4,FEMALE,3.81,INTERESTED TO JOIN
Shawn Wood,bethanyowens@example.org,UNDER GRAD,APP DEV,5,9,OTHERS,3.41,INTERESTED TO JOIN
Kimberly Stout,crawfordjessica@example.net,UNDER GRAD,CYBER SECURITY,5,2,MALE,3.47,IMMEDIATELY
Jessica Hill,gonzaleskathleen@example.com,UNDER GRAD,AI/ML,7,3,FEMALE,3.62,INTERESTED TO JOIN
Linda Levine DDS,haydenchristine@example.org,PHD,WEB DEV,2,3,FEMALE,3.23,IMMEDIATELY
Hayley Rojas,kellyjohnson@example.net,PHD,APP DEV,6,9,FEMALE,3.41,IMMEDIATELY
Mckenzie Castillo,jacksonedwin@example.org,PHD,APP DEV,1,8,MALE,3.63,INTERESTED TO JOIN
Maria Morris,woodslynn@example.net,MASTERS,FRONTEND,5,4,OTHERS,3.79,INTERESTED TO JOIN
Ann Reeves,crawfordelizabeth@example.net,PHD,AI/ML,0,3,MALE,3.5,INTERESTED TO JOIN
Daniel Henderson,rebeccamorgan@example.com,PHD,WEB DEV,5,9,FEMALE,3.55,IMMEDIATELY
Samantha Smith,morrisonbrian@example.org,UNDER GRAD,CLOUD,1,9,OTHERS,3.85,IMMEDIATELY
Jacob Miller,anthony43@example.org,UNDER GRAD,CYBER SECURITY,5,4,OTHERS,3.92,INTERESTED TO JOIN
John Morgan,ramirezkurt@example.com,PHD,WEB DEV,2,4,FEMALE,3.07,IMMEDIATELY
Heather Boyd,raymondkoch@example.org,UNDER GRAD,AI/ML,1,10,OTHERS,3.81,INTERESTED TO JOIN
Amanda Hoffman,acostadoris@example.org,UNDER GRAD,CLOUD,0,9,FEMALE,3.5,IMMEDIATELY
Russell Haas,lloydnatasha@example.org,PHD,FRONTEND,6,5,OTHERS,3.43,INTERESTED TO JOIN
Patrick Williams,thomaswaller@example.net,UNDER GRAD,FRONTEND,5,3,OTHERS,3.61,INTERESTED TO JOIN
Jessica Owens,kreid@example.net,UNDER GRAD,APP DEV,0,4,MALE,3.01,INTERESTED TO JOIN
Peter Hess,wstone@example.com,PHD,CLOUD,4,3,MALE,3.16,INTERESTED TO JOIN
Michelle Lynn,philip19@example.net,UNDER GRAD,FULLSTACK,3,8,OTHERS,3.64,INTERESTED TO JOIN
Martin Kim,ddelgado@example.org,MASTERS,CLOUD,6,0,FEMALE,3.53,INTERESTED TO JOIN
Paul Turner,wrodriguez@example.net,UNDER GRAD,FULLSTACK,6,10,FEMALE,3.69,INTERESTED TO JOIN
Nicole Terrell,jeffreywilson@example.org,PHD,CLOUD,7,5,FEMALE,3.68,INTERESTED TO JOIN
Kenneth Anderson,ybooker@example.com,UNDER GRAD,WEB DEV,4,3,MALE,3.37,INTERESTED TO JOIN
David Rodriguez MD,parkerabigail@example.com,MASTERS,CLOUD,6,10,MALE,3.52,INTERESTED TO JOIN
Thomas Patel,davisshannon@example.org,MASTERS,FULLSTACK,6,2,FEMALE,3.59,INTERESTED TO JOIN
Holly Rodriguez,grace03@example.net,MASTERS,AI/ML,2,0,MALE,3.65,INTERESTED TO JOIN
Eddie Perry,uramirez@example.net,MASTERS,CYBER SECURITY,3,1,OTHERS,3.5,IMMEDIATELY
Melinda Edwards,jacquelinerose@example.com,MASTERS,FRONTEND,7,8,FEMALE,3.2,IMMEDIATELY
Brianna Baker,williamscory@example.com,UNDER GRAD,CLOUD,6,7,FEMALE,3.13,IMMEDIATELY
Emily Chen,james65@example.org,UNDER GRAD,APP DEV,0,7,OTHERS,3.3,INTERESTED TO JOIN
Mary Valencia,harrisandrew@example.net,MASTERS,APP DEV,2,4,MALE,3.07,IMMEDIATELY
Cathy Shepard,lopezvalerie@example.com,PHD,CLOUD,6,7,FEMALE,3.77,INTERESTED TO JOIN
Kyle Herrera,kathleen68@example.net,PHD,CLOUD,7,5,MALE,3.57,INTERESTED TO JOIN
Tonya Holland,christopher64@example.org,MASTERS,APP DEV,0,5,FEMALE,3.96,IMMEDIATELY
Matthew Galvan,steven97@example.com,PHD,WEB DEV,4,9,OTHERS,3.2,INTERESTED TO JOIN
Kimberly Thompson,ymolina@example.net,MASTERS,WEB DEV,6,3,OTHERS,3.58,INTERESTED TO JOIN
Katherine Anderson,vasquezsarah@example.org,MASTERS,WEB DEV,1,0,OTHERS,3.57,INTERESTED TO JOIN
Erica Mckay,rhodesjames@example.net,MASTERS,APP DEV,0,2,OTHERS,3.74,IMMEDIATELY
Michael Mclean,rholt@example.com,UNDER GRAD,FULLSTACK,3,7,FEMALE,3.29,INTERESTED TO JOIN
Andrew Clark,yhicks@example.net,MASTERS,CYBER SECURITY,6,10,MALE,3.96,INTERESTED TO JOIN
Amanda Nelson,ofitzgerald@example.com,MASTERS,FRONTEND,0,8,MALE,3.1,IMMEDIATELY
Jennifer Cameron,qcummings@example.net,MASTERS,CYBER SECURITY,0,6,OTHERS,3.63,IMMEDIATELY
Terry Maldonado,peterwhite@example.com,UNDER GRAD,FULLSTACK,6,8,FEMALE,3.88,IMMEDIATELY
Amanda Wilson,tharris@example.org,MASTERS,APP DEV,4,4,MALE,3.92,IMMEDIATELY
Samantha Osborn,cynthiacurry@example.net,MASTERS,FULLSTACK,1,7,MALE,3.55,INTERESTED TO JOIN
Denise Rodriguez,reneeflores@example.net,PHD,AI/ML,0,3,FEMALE,3.57,INTERESTED TO JOIN
Theresa Burton,christinanicholson@example.com,MASTERS,BACKEND,3,6,MALE,3.69,INTERESTED TO JOIN
Jesus Nelson,wilsonshane@example.com,PHD,CYBER SECURITY,7,10,OTHERS,3.03,INTERESTED TO JOIN
Caleb Martinez,fgrant@example.net,MASTERS,FRONTEND,5,3,OTHERS,3.63,IMMEDIATELY
Karen Mathis,elee@example.net,MASTERS,WEB DEV,5,10,FEMALE,3.33,IMMEDIATELY
Brittany Cummings,ywilson@example.com,UNDER GRAD,FULLSTACK,5,2,FEMALE,3.33,IMMEDIATELY
Tricia Shaw,cheyenne44@example.com,MASTERS,FULLSTACK,7,4,OTHERS,3.44,INTERESTED TO JOIN
Nicholas Vasquez,vgates@example.org,UNDER GRAD,CYBER SECURITY,0,3,MALE,3.47,IMMEDIATELY
Samuel Velazquez,holly21@example.org,UNDER GRAD,CYBER SECURITY,6,7,FEMALE,3.16,INTERESTED TO JOIN
Roger Mcguire,cfuller@example.org,PHD,CYBER SECURITY,5,6,FEMALE,3.18,INTERESTED TO JOIN
Lauren Campbell,shanestephens@example.net,MASTERS,FULLSTACK,1,1,FEMALE,3.93,IMMEDIATELY
Chelsea Cameron,griffinlarry@example.org,UNDER GRAD,BACKEND,0,0,OTHERS,3.04,INTERESTED TO JOIN
Matthew Perry,johnhebert@example.org,PHD,APP DEV,5,3,OTHERS,3.48,INTERESTED TO JOIN
John Ortega,wolfdawn@example.com,UNDER GRAD,APP DEV,1,6,MALE,3.77,INTERESTED TO JOIN
